artist,genre,occurrences,track_name
Swans,Pop,13,Freak
Lindsey Stirling,Rock,13,Swag
Drowning Pool,Electronic,13,Step Up
Symphony X,Rock,13,Pharaoh
Zayn,Rock,13,Entertainer
Norther,Rock,13,If You Go
Bohren & der Club of Gore,Electronic,12,Faul
Armin van Buuren,Rock,12,Great Spirit
Iron Maiden,Punk,12,Still Life
Two Door Cinema Club,Jazz,12,Come Back Home
Have a Nice Life,Rock,12,Earthmover
Schandmaul,Rap,12,Denk an mich
Art of Dying,Pop,12,I Will Be There
Terry Jacks,Rock,12,Seasons in the Sun
Slowdive,Metal,12,Primal
Damien Rice,Jazz,12,Delicate
Rihanna,Punk,12,Fading
Minus 8,Electronic,12,Cold Fusion
Rebelution,Reggae,12,Lazy Afternoon
Cheap Trick,Rock,12,Auf Wiedersehen
Nocturnal Rites,Metal,12,The Iron Force
Tokio Hotel,Rock,12,Don't Jump
Subheim,Rock,12,Intact
Angels & Agony,Metal,12,Stronghold
Mtume,Rock,12,Juicy Fruit
Kitaro,Electronic,12,Bell Tower
Barry White,Jazz,12,I'm Gonna Love You Just A Little More Baby
Carly Rae Jepsen,Rap,12,All That
Los Hermanos,Pop,12,Sentimental
Tiamat,Rock,12,The Sleeping Beauty
Lisa Shaw,Punk,12,Grown Apart
Premiata Forneria Marconi,Rock,12,Per Un Amico
Bathory,Electronic,12,The Land
Sevdaliza,Punk,12,The Inside
Taylor Swift,Rock,12,Enchanted
Architects,Jazz,12,Day In Day Out
John Paul Jones,Rock,12,B. Fingers
Metro Area,Punk,12,Orange Alert
The Strokes,Rap,11,Tap Out
Black Label Society,Blues,11,Been A Long Time
Maroon 5,Metal,11,Ladykiller
Misfits,Rock,11,Violent World
Moby,Pop,11,Inside
Syreeta,RnB,11,I Wanna Be By Your Side
Ramin Djawadi,Jazz,11,Things I Do For Love
Death from Above 1979,RnB,11,Cheap Talk
Delegation,Rock,11,Oh Honey
Noah and the Whale,Jazz,11,My Broken Heart
Patsy Cline,Country,11,She's Got You
No-Man,Electronic,11,Things Change
Eyehategod,RnB,11,Laugh It Off
James Figurine,Rock,11,Apologies
Miley Cyrus,RnB,11,Do My Thang
Mithotyn,Metal,11,Nocturnal Riders
Sonic Youth,Blues,11,Brother James
Nathan Fake,Rock,11,Fell
Joe Strummer,Punk,11,Coma Girl
Alec Empire,Electronic,11,New Man
Signum,Electronic,11,In Progress
T.M.Revolution,Metal,11,Meteor
Florian Meindl,Electronic,11,Blast (Format:B Remix)
Test Icicles,Rock,11,Circle Square Triangle
Florence + the Machine,Folk,11,Bird Song
Peace Orchestra,Rock,11,Henry
Brandi Carlile,Metal,11,Raise Hell
Brandon Flowers,Jazz,11,Lonely Town
The Knife,Pop,11,Minerals
NORA&LEO,Rap,11,Jukebox
C2C,Punk,11,Give Up The Ghost
Thundercat,Rap,11,Tokyo
The Go-Betweens,Rock,11,Streets of Your Town
Hannah Montana,Rap,11,Let's Get Crazy
Fennesz,Pop,11,Got to Move On
Mel Tormé,Jazz,11,Comin' Home Baby
Topaz Rags,Folk,11,Sightings
Job for a Cowboy,Rock,11,Relinquished
Scratch Acid,Jazz,11,Greatest Gift
The Bangles,Pop,11,Where Were You When I Needed You
The Allman Brothers Band,Metal,11,One Way Out
Roxette,RnB,11,Listen to Your Heart
Jerry Lee Lewis,Country,10,Crazy Arms
The Velvet Underground,Country,10,Ocean
Youandewan,Rock,10,So long
Jeff Beck,Jazz,10,Blue Wind
Alicia Keys,Rap,10,Love Is Blind
Alicia Keys,Rock,10,The Life
Amethystium,Rock,10,Odyssey
No More,Electronic,10,Suicide Commando
O Rappa,Rock,10,A Feira
Oceanlab,Jazz,10,Just Listen
Mando Diao,Latin,10,You Got Nothing On Me
Johnny Truant,Metal,10,Dirty Vampire Feeding Frenzy
Tor,Metal,10,Aperture
In This Moment,Rock,10,The Fighter
Maroon 5,Punk,10,Don't Know Nothing
Ulver,Rock,10,All the Love
The Hollies,Rock,10,Bus Stop
Death,Metal,10,Evil Dead
Sparks,Rock,10,Amateur Hour
Ghost Brigade,Electronic,10,Chamber
Hatcha & Benga,Electronic,10,10 Tons Heavy
Gallows,Rock,10,Six Years
Eluveitie,Metal,10,The Siege
Chet Faker,RnB,10,I'm Into You
Bob Marley & The Wailers,Metal,10,Time Will Tell
System 7,Electronic,10,Hangar 84
Kimbra,Rock,10,Settle Down
Grimes,Rock,10,Oblivion
Eurythmics,RnB,10,When Tomorrow Comes
Common,Rock,10,The Questions
Russian Circles,Electronic,10,Enter
Edguy,Country,10,How Many Miles
Fischerspooner,Jazz,10,Tone Poem
Kamelot,Electronic,10,Fallen Star
Mos Def,Rock,10,The Beggar
Destroy Rebuild Until God Shows,Rock,10,Sex Life
Built to Spill,Folk,10,The Weather
Regina Spektor,Metal,10,Lacrimosa
Supershine,Rock,10,I Can't Help You
Lamb of God,Electronic,10,Desolation
Death,Jazz,9,Forgotten Past
Rufio,Electronic,9,Science Fiction
Perfume,Rap,9,Hold Your Hand
Dillon Francis,Electronic,9,Falling Up
Roxette,Rock,9,A Thing About You
Brian Eno,Country,9,I'll Come Running
Abfahrt Hinwil,Electronic,9,Triology
Beanfield,Rock,9,The Great Outside
Dirty Vegas,Rap,9,Walk Into The Sun
Meat Katie,Electronic,9,Long to Belong
Everything But the Girl,Pop,9,I Must Confess
CHVRCHES,RnB,9,Strong Hand
Girl Talk,Jazz,9,Minute by Minute
Caspian,Jazz,9,Akiko
Frank Sinatra,Rap,9,All My Tomorrows
Darius Rucker,Rock,9,I Got Nothin'
Michael Bublé,Reggae,9,Cry Me A River
Alphabeat,RnB,9,DJ
Jamie T,Folk,9,Salvador
Good Charlotte,Electronic,9,Something Else
U2,World,9,Love Is Blindness
Jaron And The Long Road To Love,Electronic,9,Pray For You
Wizo,Electronic,9,Kopfschuss
Dave Gahan,Electronic,9,Kingdom
Aisha Duo,Pop,9,Amanda
Mad Caddies,Rock,9,Contraband
Eels,Reggae,9,Saturday Morning
YUI,Rock,9,Winding road
Insomnium,Metal,9,Ephemeral
Portishead,Rock,9,Plastic
BADBADNOTGOOD,Rap,9,Eyes Closed
Miranda Sex Garden,Rock,9,Cover My Face
David Thomas Broughton,Folk,9,Ambiguity
Excel,Rock,9,Shadow Winds
Balmorhea,Jazz,9,En Route
Netsky,Electronic,9,Running Low
Charles Brown,Blues,9,Please Come Home For Christmas
Darkstar,Rock,9,In the Wings
Lesiëm,Latin,9,Bonitas
Lupe Fiasco,Rap,9,I Gotcha
Pain of Salvation,Rap,9,Omni
House of Pain,Electronic,9,Jump Around
Łąki Łan,Jazz,9,Jammin'
Nachtmahr,Punk,9,Sklave
Jimmy Cliff,RnB,9,Come Into My Life
Lyfe Jennings,Rock,9,Keep On Dreaming
Bloc Party,Electronic,9,Real Talk
The Slackers,Rock,9,Watch This
John Legend,Rock,9,Cross the Line
Billie Holiday,Jazz,9,Body And Soul
La Tordue,World,8,Les lolos
Nils Frahm,Rock,8,Said And Done
Tides From Nebula,Jazz,8,Apricot
Ronald Jenkees,Punk,8,Neptune
Dusty Springfield,Rock,8,All I See Is You
The Hives,Rap,8,Puppet On A String
Thursday,Rap,8,The Dotted Line
The Horrors,Pop,8,Dive In
Franz Schubert,Electronic,8,Gute Nacht
Luke Bryan,Rock,8,Kiss Tomorrow Goodbye
The Jackson 5,Country,8,I'll Be There
The Enemy,Reggae,8,Away From Here
Salem,Electronic,8,Frost
9 Lazy 9,Country,8,All Aboard
Dope,Electronic,8,Now Is the Time
Robbie Williams,Rock,8,By All Means Necessary
Decoded Feedback,Electronic,8,Bio-Vital
:Wumpscut:,Electronic,8,Jetzt
Shrinebuilder,Folk,8,The Architect
Sister Machine Gun,Rock,8,Sins of the Flesh
Donovan,Rock,8,Wear Your Love Like Heaven
Baroness,Rock,8,Back Where I Belong
Dead Can Dance,Jazz,8,Kiko
Jan Jelinek,Rock,8,Tendency
Young Buck,Rap,8,Caught In The Wind
Vapnet,Pop,8,Kalla Mig
Hypocrisy,Metal,8,Uncontrolled
Tamia,Folk,8,The Way I Love You
Frank Sinatra,Rock,8,That's Life
Billie Eilish,Pop,8,Everything I Wanted
Moussa Diallo,World,8,Maninda
INDK,Punk,8,Rent for Sale
Eric Dolphy,Rock,8,Out to Lunch
Jaga Jazzist,Country,8,Going Down
August Burns Red,Rock,8,Missing This Opportunity
Dennis Brown,Reggae,8,Things In Life
Akira Kiteshi,Rock,8,Pinball
Led Zeppelin,Blues,8,Communication Breakdown
Angela Lansbury,Jazz,8,Beauty And The Beast
Oasis,Punk,8,Acquiesce
And Also The Trees,Rock,8,The Street Organ
Rammstein,Punk,8,Amerika
Perfume,Country,8,Pick Me Up
Joni Mitchell,Rock,8,Amelia
Arcade Fire,Rap,8,Haiti
Rites of Spring,Electronic,8,All There Is
Steamhammer,Rock,8,Contemporary Chick Con Song
Paul Hardcastle,Rock,8,19
Perfume Genius,Rap,8,Hood
Jack's Mannequin,Folk,8,Kill the Messenger
Manowar,Pop,8,Heart of Steel
112,Rock,8,It's Over Now
Neil Young,Reggae,8,Old Man
Super Numeri,Electronic,8,Otter's Pool
For My Pain...,Metal,8,My Wound Is Deeper Than Yours
Ghost Brigade,Metal,8,Minus Side
Prince,Jazz,8,Kiss
Andy McKee,Jazz,8,Shanghai
Old 97's,Rock,7,Designs On You
Quatermass,Rock,7,Post War Saturday Echo
Little Richard,Rock,7,She's Got It
Cranes,Rock,7,Shining Road
Jakob,Rock,7,Saint
LFO,Rock,7,Blown
Christina Aguilera,Jazz,7,Bionic
Relient K,Electronic,7,Let It All Out
Chicago,Pop,7,Colour My World
P!nk,Rock,7,Walk of Shame
Fisz Emade jako Tworzywo Sztuczne,Rap,7,Dynamit
Rise Against,Metal,7,Under the Knife
Paramore,Punk,7,Whoa
Agoraphobic Nosebleed,Rock,7,White On White Crime
Rae & Christian,Electronic,7,Catch a Rude Awakening
Martina McBride,RnB,7,My Baby Loves Me
Minutemen,Electronic,7,Corona
Converge,Rock,7,Drop Out
UNKLE,Rock,7,Reign
Tool,Rap,7,Vicarious
Slayer,Folk,7,Exile
The Chemical Brothers,Rap,7,The Forest
Joe,Rap,7,More & More
Godflesh,Reggae,7,Life Is Easy
The B Foundation,Rap,7,Dirty Girls
Kylie Minogue,Rap,7,Too Far
Bad Company,Electronic,7,Can't Get Enough
Chlöe Howl,Electronic,7,Rumour
Steve Hackett,Metal,7,The Hermit
Nelly Furtado,Jazz,7,Glow
Michael Bublé,Electronic,7,At This Moment
Manchester Orchestra,Pop,7,Pride
Beatsteaks,Blues,7,Let Me In
Erykah Badu,Pop,7,Telephone
In Strict Confidence,Electronic,7,Herzattacke
Fluke,Reggae,7,Zion
Buzzcocks,Rock,7,Just Lust
In Flames,RnB,7,Drained
Suburban Kids with Biblical Names,Pop,7,A Couple of Instruments
My Darkest Days,Rock,7,Set It On Fire
梅林茂,Rock,7,Lovers
Brookes Brothers,Rock,7,The Big Blue
Perfume,Pop,7,edge
Pepper,Blues,7,Stone Love
Lupe Fiasco,Jazz,7,Daydreamin'
Danko Jones,RnB,7,Way To My Heart
Finntroll,Pop,7,Gryning
Tyrese,RnB,7,Signs of Love Makin'
Extreme Noise Terror,Reggae,7,No Threat
Serge Gainsbourg,Rock,7,Je suis venu te dire que je m'en vais
Born of Osiris,Electronic,7,Starved
Dead by April,Electronic,7,Carry Me
Madvillain,Rock,7,Figaro
The Go! Team,Rap,7,Get It Together
Harmonia,Rock,7,Hausmusik
Jaguar Wright,RnB,7,Lineage
Embrace,Rock,7,You've Got to Say Yes
Roots Radics,Reggae,7,Storming the Death Star
Charlie Parker,Jazz,7,Yardbird Suite
Infadels,Rock,7,Love Like Semtex
DJ Fresh,Folk,7,Gold Dust
DJ Hazard,Electronic,7,Mr Happy
Meghan Trainor,Jazz,7,Me Too
The Seahorses,Rock,7,Happiness Is Eggshaped
RÜFÜS DU SOL,Rock,7,You Were Right
Diane Arkenstone,Electronic,7,The Secret Garden
Tokio Hotel,RnB,7,Break Away
Alphawezen,Electronic,6,Freeze
Dua Lipa,Pop,6,Physical
Sting,Reggae,6,All This Time
Hypnotic Brass Ensemble,Rock,6,Flipside
Fuel,Blues,6,Bittersweet
Alphaville,Pop,6,Big In Japan
Winds of Plague,Rap,6,Against the World
Darlene Love,Pop,6,Christmas (Baby Please Come Home)
Steve Earle,Electronic,6,Feel Alright
Savatage,Metal,6,Prelude to Madness
Sons and Daughters,Rock,6,House in My Head
Soul Asylum,Pop,6,Runaway Train
The Bangles,Reggae,6,Eternal Flame
Mac Miller,Rock,6,Ladders
Albert Collins,Blues,6,Iceman
Born Ruffians,Punk,6,I Need a Life
Bing Crosby,Country,6,Don't Fence Me In
The Killers,Rap,6,Enterlude
Billy Talent,Folk,6,Living in the Shadows
The Gaslight Anthem,Jazz,6,Mulholland Drive
Misfits,Metal,6,American Psycho
Enslaved,Rock,6,Vertebrae
Dead Can Dance,Rock,6,Children of the Sun
Midnight Star,Metal,6,Midas Touch
Panda Bear,Electronic,6,Take Pills
Massive Attack,Jazz,6,Exchange
Bola,Rock,6,Opanopono
Elysia,Metal,6,Lack of Culture
Ruins,Jazz,6,Hyderomastgroningem
Zero 7,Folk,6,In Time
The Matthew Herbert Big Band,Jazz,6,The Three W's
Benoit & Sergio,Rock,6,What I've Lost
Foals,Metal,6,Blue Blood
Pavement,RnB,6,Unfair
The Zombies,Rock,6,She's Not There
Sevdaliza,Pop,6,That Other Girl
Lady Antebellum,Country,6,Stars Tonight
The Get Up Kids,Jazz,6,I'll Catch You
The Silhouettes,Rock,6,Get a Job
Tom Waits,Electronic,6,Shiny Things
Agathodaimon,Metal,6,Cellos for the Insatiable
Green Day,Rap,6,Scattered
Mason Jennings,Rock,6,Fighter Girl
Nachtmahr,Reggae,6,Ich glaube
Stolen Babies,Rock,6,Tall Tales
Fatboy Slim,Reggae,6,Going Out of My Head
Minsk,Metal,6,Three Moons
Six Organs of Admittance,Rock,6,This Hand
Adam Lambert,Jazz,6,Strut
Guns N' Roses,Folk,6,Dead Horse
Ray Charles,Jazz,6,You Are My Sunshine
Usher,Rock,6,Caught Up
Bad Brains,Reggae,6,Jah Calling
Falco,Rock,6,Vienna Calling
Juvelen,Folk,6,Hanna
Warren Zevon,Rock,5,Mohammed's Radio
Arcana,Rock,5,Autumnal
Kim Mitchell,Rock,5,Feel It Burn
Télépopmusik,Pop,5,Stop Running Away
Death Cab for Cutie,Electronic,5,Summer Skin
Magik Markers,Rock,5,Body Rot
Dilated Peoples,Rock,5,Who's Who
TR/ST,Metal,5,Gloryhole
Sanctuary,Metal,5,Eden Lies Obscured
Swallow the Sun,Metal,5,"No Light, No Hope"
The Ethiopians,Rock,5,Free Man
Banks,Rock,5,Drowning
Joe Walsh,Rock,5,Turn to Stone
Shovels & Rope,Rock,5,Birmingham
Four Year Strong,Rap,5,The Take Over
Headhunter,Electronic,5,Your Say
Kaskade,Rap,5,Let You Go
The Jon Spencer Blues Explosion,Rock,5,Hot Shot
Thomas Dolby,Folk,5,She Blinded Me With Science
Peter Tosh,Rock,5,No Sympathy
Mr. Mister,Pop,5,Broken Wings
In Flames,Electronic,5,The Attic
Belouis Some,Jazz,5,Imagination
ABBA,Reggae,5,People Need Love
Every Time I Die,Electronic,5,Fear and Trembling
The Plot in You,Metal,5,Filth
Bettie Serveert,Rock,5,Fallen Foster
Life Cried,Rock,5,Stale
Mark Lanegan,Electronic,5,Can't Come Down
Scorpions,Electronic,5,Leave Me
Indigo Girls,Rap,5,I Don't Wanna Talk About It
Silvio Rodríguez,Jazz,5,Rabo de Nube
Testament,Jazz,5,Nobody's Fault
BROODS,Rock,5,Coattails
Alkaline Trio,RnB,5,This Could Be Love
Supertramp,Electronic,5,Dreamer
DJ Shadow,Rock,5,Walkie Talkie
Richard Marx,Jazz,5,Hazard
Curtis Mayfield,Reggae,5,We The People Who Are Darker Than Blue
Moondog,Rock,5,All Is Loneliness
Front Line Assembly,Metal,5,Fragmented
Cream,Reggae,5,Politician
Slightly Stoopid,Electronic,5,Closer To The Sun
The Black Angels,Electronic,5,Manipulation
Agnes Obel,Folk,5,Over the Hill
Jazmine Sullivan,RnB,5,In Love With Another Man
One Direction,Rap,5,Story of My Life
Toto,Rock,5,Make Believe
Onur Özer,Electronic,5,Halikarnas
Yeasayer,Reggae,5,Love Me Girl
Lowlife,Rock,5,Coward's Way
Madness,Pop,5,Lovestruck
Chris Clark,Rock,5,The Dogs
Die Apokalyptischen Reiter,Rock,4,Metal Will Never Die
Robin Thicke,Rock,4,When I Get You Alone
Amos Lee,Jazz,4,Sweet Pea
Sparta,Metal,4,Breaking The Broken
Fejd,Rock,4,Bergakungen
Scars on Broadway,Jazz,4,Funny
Sean Paul,Blues,4,Shake That Thing
Faith Evans,RnB,4,Soulful Christmas
FKJ,Rock,4,Go Back Home
Mo' Horizons,Electronic,4,So Ma Guisee
Sepultura,Reggae,4,Boycott
Zomby,RnB,4,B With Me
Aaron,Rock,4,Endless Song
Acda en de Munnik,Pop,4,Het regent zonnestralen
Simply Red,Reggae,4,You Make Me Feel Brand New
Kanye West,Electronic,4,Clique
XIV Dark Centuries,Metal,4,Julenzeit
Witch,Rock,4,Hand Of Glory
Albert Ayler,Jazz,4,Ghosts: First Variation
Nico,Rock,4,Winter Song
Nico & Vinz,Blues,4,Am I Wrong
Funki Porcini,Jazz,4,Sleepy
Sonata Arctica,Rock,4,Silver Tongue
Dr. Dog,Pop,4,We All Belong
Morphine,Blues,4,Buena
James Blunt,Rock,4,Billy
Marvin Gaye,Blues,4,Trouble Man
Ray Charles,Blues,4,Let the Good Times Roll
Ramin Djawadi,Rock,4,Winter Is Coming
Michael Jackson,Reggae,4,The Girl Is Mine
Daft Punk,Pop,4,The Game of Love
Good Old War,Rap,4,Coney Island
The Aquabats,Rock,4,Nerd Alert
Culture Kultür,Electronic,4,Promised Land Blues
Gorgoroth,Rock,4,Sorg
The Beta Band,Electronic,4,Squares
The Cars,Reggae,4,Shake It Up
Operation Ivy,Reggae,4,Healthy Body
Colbie Caillat,Rock,4,Realize
The Coral,Pop,4,Dreaming of You
Tito Puente,Latin,4,Oye Como Va
Celldweller,Rock,4,Welcome to the End
Hank Williams,Country,4,I'll Never Get Out Of This World Alive
Pink Floyd,Electronic,4,Us and Them
Lady Gaga,Electronic,4,Aura
The Haunted,Rock,4,Under the Surface
Joni Mitchell,Pop,4,Ladies of the Canyon
Cage the Elephant,Pop,4,Free Love
In Flames,Rock,4,Trigger
Mayday Parade,Blues,4,Black Cat
Journey,Rock,4,Stone in Love
The Sounds,Rock,4,Mine For Life
Lene Marlin,Rock,4,It's True
Black Veil Brides,Rock,4,Die for You
Architects,Rock,4,Borrowed Time
Death,Electronic,4,Denial of Life
Ratos De Porão,Rock,4,Pedofilia Santa
Demon Hunter,Blues,4,Fading Away
Jamal,Rock,4,Ogień
Susan Cadogan,Reggae,4,Hurt So Good
Slash,Pop,3,Anastasia
Steve Roach,Rock,3,Songline
Kurt Vile,Reggae,3,Never Run Away
Gigi D'Agostino,Pop,3,La Passion
Youth Lagoon,Electronic,3,Sleep Paralysis
The Isley Brothers,Country,3,Work To Do
Pur,Rock,3,Indianer
Rihanna,Pop,3,Push Up on Me
Rush,Metal,3,Territories
Enam,New Age,3,Arinya
Our Last Night,Rock,3,Timing Is Everything
Peaches,Pop,3,You Love It
Serge Gainsbourg,Reggae,3,Aux Armes Et Caetera
Alicia Keys,Jazz,3,You Don't Know My Name
The Who,Electronic,3,I'm One
Patsy Cline,RnB,3,Back in Baby's Arms
The Roots,Pop,3,Rising Up
Ke$ha,Rock,3,Hunt You Down
George Baker Selection,Rock,3,Little Green Bag
Tina Cousins,Country,3,Killin' Time
Barcode Brothers,Electronic,3,Flute
X Ambassadors,Rock,3,Unsteady
Coal Chamber,Rock,3,Empty Jar
Red Hot Chili Peppers,Country,3,Tell Me Baby
Elektrochemie,Electronic,3,Get Yourself
Aes Dana,Jazz,3,Perimeters
Rita Marley,Reggae,3,One Draw
Clutch,Rock,3,Electric Worry
Siouxsie,Rock,3,About To Happen
Wye Oak,Jazz,3,Holy Holy
dEUS,Jazz,3,Sun Ra
The Durutti Column,Rock,3,Bordeaux
The Black Dahlia Murder,Rock,3,Nocturnal
Rock Mafia,Rock,3,The Big Bang
Lacuna Coil,Electronic,3,Self Deception
Atrium Carceri,Rock,3,Black Lace
Crazy Town,Pop,3,Butterfly
Motionless in White,Electronic,3,Creatures
Funeral for a Friend,New Age,3,Hospitality
Paul Anka,Jazz,3,Smells Like Teen Spirit
Rob Dougan,Rock,3,Drinking Song
Damon Albarn,Reggae,3,Parakeet
Tarja,Pop,3,I Walk Alone
Jaguares,Latin,3,Te Lo Pido Por Favor
Split Tongue Crow,Rock,3,No Reservations
Voltaire,Rock,3,Hell in a Handbasket
Månegarm,Folk,3,Vaggvisa
Sophie,Electronic,3,Ponyboy
Mary Chapin Carpenter,Country,3,Passionate Kisses
Dan Le Sac vs Scroobius Pip,Rap,3,Back From Hell
1990s,Rock,3,Risque Pictures
Django Django,Rock,3,Hand of Man
Sash!,Electronic,3,Encore Une Fois
Loreena McKennitt,Electronic,3,La Serenissima
Glasvegas,Jazz,3,Geraldine
Leonard Cohen,Rock,3,"Hey, That's No Way to Say Goodbye"
Twisted Wheel,Rock,3,You Stole The Sun
Parkway Drive,Pop,3,Sleight of Hand
James Taylor,Jazz,3,Shower the People
Stanley Myers,New Age,3,Cavatina
Niki & the Dove,Electronic,3,The Drummer
Black Rebel Motorcycle Club,RnB,3,Spread Your Love
Revolverheld,Rock,3,Beste Zeit deines Lebens
Mount Kimbie,Electronic,2,Field
Sambassadeur,Reggae,2,Ice & Snow
Hush,Rock,2,Fired Up
INXS,Reggae,2,Baby Don't Cry
Finch,Pop,2,New Beginnings
Diane Arkenstone,New Age,2,Jewel In The Sun
L'Arc~en~Ciel,Jazz,2,Promised land
H2O,Metal,2,Nothing To Prove
Elvis Costello & The Attractions,Rock,2,The Beat
Sarah Brightman,Country,2,It's A Beautiful Day
Pantera,Rap,2,Uplift
Frankie Valli & the Four Seasons,Jazz,2,Sherry
Sam Smith,Rock,2,I'm Not the Only One
The Scientists,Rock,2,This Is My Happy Hour
Kate Nash,Rock,2,Later On
Muffler,Rock,2,Uplifter
Jordin Sparks,Rock,2,Next to You
Hozier,Blues,2,My Love Will Never Die
Nancy Wilson,RnB,2,The Masquerade Is Over
Fleetwood Mac,Punk,2,The Ledge
kyary pamyu pamyu,Rock,2,Candy Candy
Freetempo,Jazz,2,Incidental Montage
Beyoncé,Rap,2,Kitty Kat
Hot Chip,RnB,2,Bad Luck
Keith Richards,Country,2,Take It So Hard
The Peter Malick Group,Folk,2,New York City
C418,Rock,2,Danny
Blouse,Metal,2,Controller
Evanescence,Electronic,2,Haunted
Randy Travis,Country,2,Deeper Than the Holler
Ladytron,Pop,2,Ghosts
Three Days Grace,Metal,2,Now Or Never
Blue Foundation,Pop,2,Stained
Jerry Cantrell,Rock,2,Cut You In
Camo & Krooked,Rock,2,In The Future
N*E*R*D,Country,2,Baby Doll
Boards of Canada,Metal,2,Telepath
Animosity,Rock,2,Empires
Sunlounger,Metal,2,White Sand
Vomitory,Metal,2,March Into Oblivion
The Clash,Metal,2,Straight to Hell
Supertramp,Country,2,From Now On
Gene,Rock,2,Sleep Well Tonight
Nickelback,Jazz,2,Hold Out Your Hand
The Beatles,Metal,2,Chains
Alice in Chains,Pop,2,So Close
Mos Def,RnB,2,Know That
Krazy Baldhead,Electronic,2,Strings of Death
Puscifer,Reggae,2,The Undertaker
Duran Duran,Rock,2,I Don't Want Your Love
The 1975,Rock,2,Somebody Else
Gayngs,Jazz,2,No Sweat
Snot,Rap,2,Stoopid
Edenbridge,Metal,2,The Grand Design
Kris Kristofferson,Country,2,Loving Her Was Easier (Than Anything I'll Ever Do Again)
The Acacia Strain,Electronic,2,See You Next Tuesday
The All-American Rejects,RnB,2,Fallin' Apart
Snow Patrol,Electronic,2,On/Off
Mercedes Sosa,Jazz,2,Gracias A La Vida
DIIV,RnB,2,Sometime
Alice in Chains,Electronic,2,Grind
Soap&Skin,Electronic,2,Cry Wolf
Soft Cell,Rock,2,Chips On My Shoulder
Nicola Conte,Jazz,2,Arabesque
Attack Attack!,Rap,2,The Revolution
Kill the Noise,Rock,2,Deal With It
Edenbridge,Reggae,2,Evermore
Stille Volk,Folk,2,La Chasse Au Cerf
Jay-Z,Electronic,2,Never Change
Prong,Metal,2,Whose Fist Is This Anyway?
Apoptygma Berzerk,Reggae,2,Lost in Translation
From Autumn To Ashes,Electronic,2,The Switch
Audioslave,Blues,2,Show Me How To Live
John Legend & The Roots,Reggae,2,Compared to What
OOIOO,Rock,2,Oizumio
Connie Francis,Country,2,Everybody's Somebody's Fool
Soft Machine,Punk,1,Facelift
Fettes Brot,World,1,Yasmin
SBTRKT,Rock,1,Go Bang
James Holden,Country,1,A Break In The Clouds
Papas Fritas,Rock,1,Rolling in the Sand
Black Sabbath,Electronic,1,Sleeping Village
Dionne Warwick,RnB,1,I'll Never Fall in Love Again
摩天楼オペラ,Rock,1,twilight parade
Big D And The Kids Table,Jazz,1,New England
Quicksand,Electronic,1,Unfulfilled
The Rolling Stones,Jazz,1,I Want to Be Loved
FKA twigs,Jazz,1,Preface
Swimming The Nile,RnB,1,What Does It Take
Voxtrot,Rock,1,Raised by Wolves
Alicia Keys,Latin,1,No One
DIR EN GREY,Rock,1,C
Fennesz,Rap,1,Transit
Twenty One Pilots,Blues,1,Stressed Out
Paprika Korps,Reggae,1,Proper Song
Darkthrone,Reggae,1,Alle gegen alle
David Bowie,Country,1,Fame
Blind Melon,Blues,1,I Wonder
Godflesh,Electronic,1,Pure II
Fleetwood Mac,Blues,1,Shake Your Moneymaker
Gojira,Rock,1,Magma
GWAR,Rock,1,Sick Of You
Goldfinger,Pop,1,Don't Say Goodbye
Angra,Jazz,1,Holy Land
Millencolin,Reggae,1,Fox
G. Love & Special Sauce,Blues,1,The Things That I Used To Do
Unearth,Rock,1,Aries
Kilo Kish,Electronic,1,Elegance
Alpha,Electronic,1,My Things
Deep Dish,Rock,1,Sacramento
